"customer_id","orders","revenue","avg_order_value"
"12639","1","690.9000","23.8241379310344828"
"12640","3","1830.3300","23.1687341772151899"
"12641","1","287.1000","19.1400000000000000"
"12642","3","1861.4500","27.3742647058823529"
"12643","6","4112.6400","128.5200000000000000"
"12644","1","616.1100","15.7976923076923077"
"12645","4","2316.1400","24.3804210526315789"
"12646","2","1880.4700","29.3823437500000000"
"12647","12","5450.8100","30.2822777777777778"
"12648","1","429.2400","15.8977777777777778"
"12649","3","1049.4800","22.3293617021276596"
"12650","1","431.1800","17.2472000000000000"
"12651","1","141.6000","12.8727272727272727"
"12652","1","1331.1600","20.7993750000000000"
"12653","2","4435.4500","67.2037878787878788"
"12654","5","944.8400","15.2393548387096774"
"12656","5","6017.3900","33.2452486187845304"
"12657","4","3334.5600","41.1674074074074074"
"12658","1","999.5100","19.2213461538461538"
"12659","1","182.7600","18.2760000000000000"
"12660","1","295.8000","18.4875000000000000"
"12662","11","5771.6000","17.3843373493975904"
"12664","9","11166.7600","137.8612345679012346"
"12665","1","111.0000","22.2000000000000000"
"12667","1","1021.8000","19.6500000000000000"
"12668","4","5743.4900","24.9716956521739130"
"12669","3","3237.9400","25.9035200000000000"
"12670","5","5346.0700","37.9153900709219858"
"12672","1","271.8000","19.4142857142857143"
"12673","2","740.0200","14.5101960784313725"
"12674","4","3448.9400","27.8140322580645161"
"12676","6","2021.3600","32.0850793650793651"
"12678","12","42296.7200","178.4671729957805907"
"12679","4","1758.9700","25.8672058823529412"
"12680","4","1076.4500","16.8195312500000000"
"12681","22","24017.0800","26.5675663716814159"
"12682","31","28225.8800","33.6422884386174017"
"12683","15","12424.2200","27.4265342163355408"
"12684","7","2738.1700","21.5603937007874016"
"12685","6","4529.1000","18.8712500000000000"
"12686","1","117.2200","13.0244444444444444"
"12688","1","6979.7800","29.4505485232067511"
"12689","2","1839.2700","19.5667021276595745"
"12690","1","752.7300","22.8100000000000000"
"12691","6","1643.5000","32.2254901960784314"
"12693","4","1384.0300","23.4581355932203390"
"12694","2","1180.9200","26.2426666666666667"
"12695","4","936.6000","23.4150000000000000"
"12697","3","1464.4600","25.2493103448275862"
"12700","4","7659.3700","20.5897043010752688"
"12701","2","1110.3900","14.8052000000000000"
"12702","1","271.0000","18.0666666666666667"
"12703","1","401.9000","14.3535714285714286"
"12704","8","5227.9000","37.3421428571428571"
"12705","9","10036.1900","22.7063122171945701"
"12707","1","983.2600","18.2085185185185185"
"12708","10","3777.5100","17.1705000000000000"
"12709","15","16279.6200","54.9987162162162162"
"12710","3","1391.4600","15.6343820224719101"
"12712","13","6971.9600","32.7322065727699531"
"12713","1","1159.1200","23.1824000000000000"
"12714","5","7407.0700","20.4051515151515152"
"12715","1","610.4600","19.6922580645161290"
"12716","2","1242.0600","16.1306493506493506"
"12717","2","1621.0900","18.0121111111111111"
"12718","1","349.1700","13.4296153846153846"
"12719","2","754.3500","17.1443181818181818"
"12720","25","8482.3500","17.2055780933062880"
"12721","6","4069.9800","17.6189610389610390"
"12722","4","1590.7000","20.3935897435897436"
"12723","5","1025.5700","10.6830208333333333"
"12724","4","1921.4100","21.5888764044943820"
"12725","1","929.1000","18.5820000000000000"
"12726","7","3126.2400","20.1692903225806452"
"12727","7","5606.1500","30.1405913978494624"
"12728","4","1280.6300","18.5598550724637681"
"12729","1","582.7100","17.6578787878787879"
"12731","12","28199.2900","77.4705769230769231"
"12732","1","347.7000","20.4529411764705882"
"12733","1","758.8000","19.9684210526315789"
"12734","1","118.8000","23.7600000000000000"
"12735","2","1182.4500","18.7690476190476190"
"12736","1","324.0000","64.8000000000000000"
"12738","1","216.6500","13.5406250000000000"
"12739","2","1599.4200","30.1777358490566038"
"12740","1","526.7000","15.9606060606060606"
"12743","2","831.9900","4.2666153846153846"
"12744","7","28251.8100","76.5631707317073171"
"12747","11","6372.7200","37.7084023668639053"
"12748","210","51890.7200","7.9125831046050625"
"12749","5","6251.9900","21.4109246575342466"
"12750","1","460.0400","20.0017391304347826"
"12752","1","6743.1000","94.9732394366197183"
"12753","6","30465.5300","108.0337943262411348"
"12754","3","3436.9700","44.6359740259740260"
"12755","2","3833.5000","547.6428571428571429"
"12756","1","122.1600","24.4320000000000000"
"12757","13","10350.1200","19.2024489795918367"
"12758","2","4304.8100","29.6883448275862069"
"12759","3","2181.2400","16.9088372093023256"
"12762","2","4009.0800","33.4090000000000000"
"12763","2","768.2200","30.7288000000000000"
"12764","1","2903.9400","38.7192000000000000"
"12766","7","10228.0200","24.0094366197183099"
"12769","1","1788.9600","42.5942857142857143"
"12770","1","2138.1200","112.5326315789473684"
"12772","1","1267.2700","17.1252702702702703"
"12775","5","2263.8400","22.4142574257425743"
"12778","6","1144.3700","17.3389393939393939"
"12779","8","5188.3600","26.8826943005181347"
"12781","2","1068.2200","31.4182352941176471"
"12782","5","4058.0300","23.8707647058823529"
"12783","6","3269.2800","26.1542400000000000"
"12784","2","969.4400","10.5373913043478261"
"12785","1","511.6500","22.2456521739130435"
"12787","3","724.1400","22.6293750000000000"
"12789","1","123.8000","20.6333333333333333"
"12790","1","450.3600","16.0842857142857143"
"12791","1","385.2000","96.3000000000000000"
"12792","1","596.6400","17.0468571428571429"
"12793","2","824.9800","24.2641176470588235"
"12794","2","1091.5800","19.1505263157894737"
"12795","1","826.5400","29.5192857142857143"
"12797","1","342.0300","19.0016666666666667"
"12798","3","48452.1600","1562.9729032258064516"
"12802","1","540.7200","16.8975000000000000"
"12808","3","577.8500","17.5106060606060606"
"12809","1","780.8600","21.1043243243243243"
"12811","3","735.9000","16.7250000000000000"
"12812","1","278.2400","16.3670588235294118"
"12814","1","767.3600","76.7360000000000000"
"12815","2","1569.8100","24.1509230769230769"
"12816","2","892.6500","20.7593023255813953"
"12817","1","351.8800","43.9850000000000000"
"12818","1","2582.1600","122.9600000000000000"
"12820","4","1407.9600","16.3716279069767442"
"12821","1","133.0400","14.7822222222222222"
"12822","2","1240.0800","20.6680000000000000"
"12823","5","1759.5000","351.9000000000000000"
"12824","1","571.0600","15.8627777777777778"
"12826","7","2141.3200","16.5993798449612403"
"12827","3","749.6500","18.2841463414634146"
"12828","6","1352.1100","16.9013750000000000"
"12829","2","453.1500","30.2100000000000000"
"12830","6","9947.9200","174.5249122807017544"
"12831","1","272.0500","24.7318181818181818"
"12832","2","704.2400","14.3722448979591837"
"12833","1","585.0000","17.7272727272727273"
"12834","1","646.6400","19.0188235294117647"
"12836","4","4138.3100","16.7542914979757085"
"12837","1","222.2000","12.3444444444444444"
"12838","2","974.7700","5.6672674418604651"
"12839","14","8227.9800","18.4483856502242152"
"12840","4","3740.1800","24.9345333333333333"
"12841","25","6026.1400","10.3364322469982847"
"12842","2","1850.5600","33.6465454545454545"
"12843","8","2812.8100","17.4708695652173913"
"12844","2","571.4700","6.8032142857142857"
"12845","4","577.4900","17.4996969696969697"
"12847","1","1095.1000","8.1723880597014925"
"12849","2","1564.1200","21.1367567567567568"
"12851","1","239.8500","3.2412162162162162"
"12852","1","501.7500","18.5833333333333333"
"12853","6","3115.9000","25.3325203252032520"
"12854","3","2142.6500","13.1450920245398773"
"12855","1","66.0000","13.2000000000000000"
"12856","6","3501.7100","7.4983083511777302"
"12857","2","1662.7000","23.7528571428571429"
"12863","1","652.6000","93.2285714285714286"
"12864","1","284.0400","56.8080000000000000"
"12865","2","2446.2700","17.4733571428571429"
"12866","1","848.4700","23.5686111111111111"
"12867","7","6686.3800","8.4637721518987342"
"12868","6","2630.5000","14.9460227272727273"
"12871","2","1211.3400","52.6669565217391304"
"12872","2","1064.7900","10.5424752475247525"
"12873","1","748.0000","83.1111111111111111"
"12875","2","686.4600","171.6150000000000000"
"12876","2","2923.9600","27.0737037037037037"
"12877","12","3017.1300","12.4674793388429752"
"12878","2","1149.1900","17.6798461538461538"
"12879","3","805.6000","53.7066666666666667"
"12881","1","298.0000","42.5714285714285714"
"12882","2","2189.6400","121.6466666666666667"
"12883","4","1244.8300","17.0524657534246575"
"12884","1","329.8500","41.2312500000000000"
"12885","3","1824.0500","17.2080188679245283"
"12886","2","1948.7100","16.5144915254237288"
"12888","2","623.3400","77.9175000000000000"
"12890","1","590.4800","4.7619354838709677"
"12891","3","331.0000","110.3333333333333333"
"12893","1","272.6500","5.8010638297872340"
"12895","2","474.0000","16.9285714285714286"
"12897","2","433.0000","54.1250000000000000"
"12901","28","21704.0800","155.0291428571428571"
"12902","1","211.5200","14.1013333333333333"
"12904","2","854.4300","7.0035245901639344"
"12906","5","4207.3100","45.2398924731182796"
"12908","2","1500.0000","375.0000000000000000"
"12909","5","3566.8300","24.9428671328671329"
"12910","8","5699.6600","46.3386991869918699"
"12912","5","4683.1800","72.0489230769230769"
"12913","5","3582.4100","49.0741095890410959"
"12915","2","595.2500","17.0071428571428571"
"12916","4","5863.3500","30.5382812500000000"
"12917","1","594.0000","297.0000000000000000"
"12919","6","2064.8700","27.5316000000000000"
"12920","1","225.5300","5.0117777777777778"
"12921","37","25936.0300","25.8069950248756219"
"12922","1","476.3300","14.8853125000000000"
"12923","1","244.5700","5.8230952380952381"
"12924","4","1569.6700","36.5039534883720930"
"12925","2","995.3500","15.0810606060606061"
"12928","5","3233.7600","24.8750769230769231"
"12929","1","177.8500","14.8208333333333333"
"12930","2","744.8700","15.5181250000000000"
"12931","15","76654.0000","521.4557823129251701"
"12933","3","832.7500","5.4428104575163399"
"12935","7","2954.7000","16.9810344827586207"
"12936","4","1439.5100","16.3580681818181818"
"12937","4","2642.5900","15.5446470588235294"
"12938","1","245.5600","13.6422222222222222"
"12939","8","23164.4400","279.0896385542168675"
"12940","2","1385.5300","8.8250318471337580"
"12942","3","1100.7000","9.0221311475409836"
"12944","2","898.6700","18.7222916666666667"
"12945","1","770.3000","20.8189189189189189"
"12947","6","2204.2500","16.0894160583941606"
"12948","7","3586.5500","18.8765789473684211"
"12949","8","6758.6800","20.3574698795180723"
"12950","3","1961.4000","72.6444444444444444"
"12951","6","1897.1700","17.8978301886792453"
"12952","4","2315.7700","18.6755645161290323"
"12953","1","553.9500","20.5166666666666667"
"12955","11","5707.8200","26.5480000000000000"
"12956","1","189.4900","5.7421212121212121"
"12957","8","5449.5900","17.0833542319749216"
"12962","2","481.1100","18.5042307692307692"
"12963","8","3388.9200","20.7909202453987730"
"12965","1","1194.8600","7.1122619047619048"
"12966","1","192.8800","16.0733333333333333"
"12967","2","2339.8000","83.5642857142857143"
"12968","1","255.3500","28.3722222222222222"
"12970","4","803.4000","3.5706666666666667"
"12971","86","17920.2800","37.1020289855072464"
"12974","1","172.5000","17.2500000000000000"
"12976","1","947.7400","35.1014814814814815"
"12977","1","66.4700","5.5391666666666667"
"12980","9","9169.5000","339.6111111111111111"
"12981","2","787.3000","20.7184210526315789"
"12982","1","554.5000","13.8625000000000000"
"12984","1","137.1000","22.8500000000000000"
"12985","2","1667.9200","18.1295652173913043"
"12987","2","907.3000","20.6204545454545455"
"12988","1","763.0400","5.8695384615384615"
"12989","15","10293.9700","109.5103191489361702"
"12990","3","551.2000","29.0105263157894737"
"12991","2","836.8600","17.8055319148936170"
"12993","4","533.3200","15.2377142857142857"
"12994","3","1327.9200","16.3940740740740741"
"12995","1","211.3200","70.4400000000000000"
"12997","4","2345.2300","22.9924509803921569"
"12999","3","585.7200","15.4136842105263158"
"13000","3","999.3000","18.1690909090909091"
"13001","13","14298.4200","27.8179377431906615"
"13002","1","210.7500","16.2115384615384615"
"13003","3","307.1500","25.5958333333333333"
"13004","18","8727.2900","14.4491556291390728"
"13005","2","847.7000","21.7358974358974359"
"13006","1","165.0300","23.5757142857142857"
"13008","1","319.4700","15.9735000000000000"
"13011","1","103.6500","17.2750000000000000"
"13012","8","3275.1600","21.2672727272727273"
"13013","13","6938.7700","21.4159567901234568"
"13014","10","6731.9300","38.0335028248587571"
"13015","5","5446.0900","20.2456877323420074"
"13016","3","1180.9300","17.6258208955223881"
"13017","1","204.0000","204.0000000000000000"
"13018","28","10551.0400","16.0350151975683891"
"13021","9","3986.2600","20.3380612244897959"
"13023","2","1093.9500","18.5415254237288136"
"13026","5","1542.0000","26.5862068965517241"
"13027","6","6912.0000","265.8461538461538462"
"13028","2","823.4200","14.7039285714285714"
"13029","3","1264.0000","114.9090909090909091"
"13030","2","1326.5700","8.2395652173913043"
"13032","2","1624.2100","14.6325225225225225"
"13033","1","190.5500","17.3227272727272727"
"13034","2","851.6300","17.3802040816326531"
"13035","2","1246.9800","37.7872727272727273"
"13037","3","1412.2400","19.0843243243243243"
"13038","3","1369.4600","37.0124324324324324"
"13040","2","1010.7100","15.7923437500000000"
"13043","1","643.5800","37.8576470588235294"
"13044","1","826.8100","17.2252083333333333"
"13045","1","537.9000","19.2107142857142857"
"13046","2","844.9100","17.2430612244897959"
"13047","10","5027.7400","20.1109600000000000"
"13048","4","2606.0700","14.1634239130434783"
"13049","2","1011.5800","53.2410526315789474"
"13050","17","8634.0800","14.4867114093959732"
"13052","1","692.1700","23.8679310344827586"
"13055","3","2015.3300","15.9946825396825397"
"13058","3","355.2000","27.3230769230769231"
"13059","1","391.4000","30.1076923076923077"
"13060","1","510.2100","24.2957142857142857"
"13061","1","442.8600","24.6033333333333333"
"13062","1","625.3800","36.7870588235294118"
"13064","4","2147.1900","18.5102586206896552"
"13065","1","362.6200","14.5048000000000000"
"13066","2","802.1400","9.9029629629629630"
"13067","1","281.6500","9.7120689655172414"
"13068","2","344.0000","172.0000000000000000"
"13069","24","6567.7800","10.7141598694942904"
"13070","1","291.2000","24.2666666666666667"
"13072","1","271.9500","24.7227272727272727"
"13075","1","1381.6600","43.1768750000000000"
"13077","4","1212.4800","7.2171428571428571"
"13078","26","23893.7400","42.9743525179856115"
"13079","5","220.1000","36.6833333333333333"
"13080","1","58.0800","9.6800000000000000"
"13081","11","43253.7800","31.7109824046920821"
"13082","9","7108.1900","53.4450375939849624"
"13083","2","337.6500","16.8825000000000000"
"13085","2","515.5800","19.0955555555555556"
"13089","97","95997.7200","35.6868847583643123"
"13090","14","12913.7400","52.9251639344262295"
"13091","1","364.5400","15.8495652173913043"
"13092","5","593.2300","17.9766666666666667"
"13093","8","13300.8100","56.8410683760683761"
"13094","12","3924.9600","78.4992000000000000"
"13095","1","113.7600","12.6400000000000000"
"13097","10","11223.3000","16.0792263610315186"
"13098","28","52745.9700","57.7721467688937568"
"13099","1","414.7200","207.3600000000000000"
"13101","1","160.5800","13.3816666666666667"
"13102","24","11691.6300","27.0014549653579677"
"13103","1","305.7800","27.7981818181818182"
"13104","6","1795.3200","51.2948571428571429"
"13106","1","76.5000","76.5000000000000000"
"13107","4","2924.8400","34.0097674418604651"
"13108","1","350.0600","35.0060000000000000"
"13109","2","983.9400","16.3990000000000000"
"13110","7","2789.5300","11.9210683760683761"
"13113","24","31191.3300","94.8064741641337386"
"13115","4","3325.8300","19.3362209302325581"
"13116","1","768.7700","17.0837777777777778"
"13117","8","1302.2500","12.6432038834951456"
"13118","5","1892.7600","15.1420800000000000"
"13120","1","30.6000","30.6000000000000000"
"13121","1","337.1500","5.8129310344827586"
"13122","2","1260.9700","16.3762337662337662"
"13124","3","6529.8200","17.3665425531914894"
"13126","8","3593.4900","16.0423660714285714"
"13127","1","364.1200","17.3390476190476190"
"13130","1","64.0000","32.0000000000000000"
"13131","3","1194.5000","23.4215686274509804"
"13132","1","139.3000","27.8600000000000000"
"13133","2","194.5000","16.2083333333333333"
"13134","4","2927.2600","18.5269620253164557"
"13135","1","6192.0000","3096.0000000000000000"
"13136","5","4535.3900","22.2323039215686275"
"13137","8","5164.4800","5.1234920634920635"
"13138","6","1760.7100","15.3105217391304348"
"13139","7","8922.8700","35.1294094488188976"
"13140","3","758.3800","9.7228205128205128"
"13141","5","3499.2200","18.3205235602094241"
"13142","1","373.5000","11.6718750000000000"
"13144","1","238.4500","47.6900000000000000"
"13145","4","1177.0400","117.7040000000000000"
"13146","1","498.9100","20.7879166666666667"
"13147","4","1425.6000","178.2000000000000000"
"13148","12","6070.6600","12.4144376278118609"
"13149","4","2109.0400","18.3394782608695652"
"13151","1","2183.9500","18.5080508474576271"
"13153","1","486.2200","32.4146666666666667"
"13155","4","1751.9100","12.0821379310344828"
"13157","4","2287.1000","20.4205357142857143"
"13158","4","1845.9200","15.5119327731092437"
"13159","4","2072.1000","12.1888235294117647"
"13160","1","193.8000","24.2250000000000000"
"13161","1","285.2000","14.2600000000000000"
"13162","4","2357.3700","21.8275000000000000"
"13165","2","1837.4400","25.8794366197183099"
"13166","1","711.1000","11.6573770491803279"
"13167","4","1374.7900","13.0932380952380952"
"13168","4","2786.6200","11.4205737704918033"
"13169","2","1459.1600","58.3664000000000000"
"13170","1","140.2600","3.5964102564102564"
"13171","3","635.8100","9.4897014925373134"
"13173","2","500.4500","9.0990909090909091"
"13174","3","4464.2900","9.2237396694214876"
"13176","1","673.0600","6.3496226415094340"
"13177","1","426.7500","17.0700000000000000"
"13178","11","9337.1400","23.2846384039900249"
"13182","1","215.7800","11.9877777777777778"
"13183","9","11816.5400","57.9242156862745098"
"13184","10","2667.4600","9.1351369863013699"
"13185","1","285.6000","71.4000000000000000"
"13186","3","2755.0000","20.4074074074074074"
"13187","1","450.9100","6.6310294117647059"
"13188","1","229.2000","57.3000000000000000"
"13189","2","414.0000","9.4090909090909091"
"13192","2","1431.0400","14.7529896907216495"
"13193","1","212.0800","4.2416000000000000"
"13194","1","60.7000","20.2333333333333333"
"13196","4","2809.1900","16.9228313253012048"
"13198","6","4568.4400","15.0277631578947368"
"13199","38","17823.0200","85.2776076555023923"
